paper_id,pmid,title,evidence_tier,evidence_type,directness,target_centrality,evidence_summary,supporting_text_locator,query_feedback_signal,review_confidence
pmid-29040738,29040738,NF90-NF45 is a selective RNA chaperone that rearranges viral and cellular riboswitches: biochemical analysis of a virus host factor activity.,indirect,interaction_cofactor,pathway_or_context,supporting,"ression is best understood where it binds to structured 3′-untranslated regions (3′UTRs) of various mRNAs and modulates the RNA’s turnover and availability for translation (1–3). For example, under hypoxic stress, NF90 stabilizes the mRNA of vascular endothelial growth factor (VEGF) by associating with a defined structural element in the mRNA’s 3′-UTR (Supplementary Figure S1A) (4). NF90 also interacts with the mRNA-mimicking g",INTRODUCTION,reviewer_calibration,low
pmid-29040325,29040325,TRIM5α SPRY/coiled-coil interactions optimize avid retroviral capsid recognition.,indirect,ptm_degradation,pathway_or_context,supporting,"TRIM5α is a restriction factor that recognizes and binds the incoming cores of retroviruses such as HIV [1–3], and represents a first-line intracellular antiviral defense mechanism. Upon core binding, TRIM5α induces accelerated capsid dissociation or uncoating, inhibits reverse transcripti",Introduction,reviewer_calibration,low
pmid-29021215,29021215,Dual role of the chromatin-binding factor PHF13 in the pre- and post-integration phases of HIV-1 replication.,direct,ptm_degradation,direct_target,central,"LT) [8], non-activated CD4+ T cells [9], macrophages [10] and some immortalized T cell lines [11]. This enhancement could be related to its ability to increase nuclear import of the HIV-1 pre-integration complex, activation of various transcription factors including NFAT (nuclear factor of activated T cells) and a direct stimulation of HIV-1 LTR transactivation [7,12]. One of the best-investigated Vpr phenotypes is its ability to",Background,none,high
pmid-28973998,28973998,Protein Inhibitor of Activated STAT2 Restricts HCV Replication by Modulating Viral Proteins Degradation.,direct,ptm_degradation,direct_target,central,"rus (HCV) is one of the major causes of chronic liver disease and is an enveloped, positive-strand RNA virus that belongs to the Flaviviridae family [1]. After translation from genomic RNA, the HCV polyprotein is cleaved by host and viral proteases into ten viral proteins, including structural proteins (core, E1 and E2) and nonstructural proteins (p7, NS2, NS3, NS4A, NS4B, NS5A and NS5B) [2]. The core is the capsid protein and",1. Introduction,none,medium
pmid-28973992,28973992,3D Spatially Resolved Models of the Intracellular Dynamics of the Hepatitis C Genome Replication Cycle.,background,localization_retention,incidental,incidental,"dependent process of genome replication and packaging. It has proven to be difficult to experimentally capture the formation of the membranous web [30] and the trafficking of its components, namely host and viral proteins and vRNA. Trafficking of the components take place within the complex three dimensional space, which is determined by the shape of the modified ER membranes that serve to form the membranous web. An important",1. Introduction,tighten_query,medium
pmid-28959263,28959263,Deciphering of the Human Interferon-Regulated Proteome by Mass Spectrometry-Based Quantitative Analysis Reveals Extent and Dynamics of Protein Induction and Repression.,indirect,ptm_degradation,pathway_or_context,supporting,"onounced selection pressure elicited by the IFN system. Interferons influence numerous fundamental biological processes such as cell proliferation and protein translation. Consistently, the expression of IFNs has profound consequences and must be controlled tightly. On the organism level, IFN treatment is often associated with flu-like symptoms and can cause significant side effects (e.g., depression). Excessive IFN induction",Introduction,reviewer_calibration,medium
pmid-28957419,28957419,Interference with the production of infectious viral particles and bimodal inhibition of replication are broadly conserved antiviral properties of IFITMs.,indirect,localization_retention,pathway_or_context,supporting,"The interferon-induced transmembrane proteins (IFITMs) are a family of highly related proteins that present two transmembrane domains (TM) connected by a short linker region and an N and C-termini of variable length [1, 2]. In humans, this family is composed of five express",Introduction,reviewer_calibration,low
pmid-28904344,28904344,Perturbed cholesterol and vesicular trafficking associated with dengue blocking in Wolbachia-infected Aedes aegypti cells.,direct,localization_retention,direct_target,central,"Wolbachia infection in Ae. aegypti and detect changes in host cellular pathways that may play a role in limiting viral replication, we performed a quantitative proteomics analysis of wMelPop versus uninfected Aag2 cells. We detected perturbations in vesicular trafficking, the endoplasmic reticulum (ER) and lipid metabolism associated with Wolbachia infection. Differential expression of key proteins involved in cholesterol home",Introduction,none,high
pmid-28900156,28900156,Dual Roles of Two Isoforms of Autophagy-related Gene ATG10 in HCV-Subgenomic replicon Mediated Autophagy Flux and Innate Immunity.,direct,ptm_degradation,direct_target,central,Autophagy and immune response are two defense mechanisms that human body uses against viral infection. Autophagy is well known as an important cellular mechanism by which cells maintain homeostasis by degrading and recycling long-living proteins and cellular organelles,Introduction,none,medium
pmid-28872112,28872112,"Fat Body Organ Culture System in Aedes Aegypti, a Vector of Zika Virus.",background,expression_marker,incidental,incidental,"the end of the incubation period, the fat bodies can be collected and processed for downstream analyses, including qPCR 16 17 18 19 , Western blotting 18 20 , proteomics 21 , or metabolomics 22 . Experiments can be performed on different scales, from individual fat bodies to groups of hundreds that can be cultured together. The representative results included here were derived from fat bodies cultured in the presence of amino",body,tighten_query,medium
pmid-28824886,28824886,DEAD-Box Helicase DDX25 Is a Negative Regulator of Type I Interferon Pathway and Facilitates RNA Virus Infection.,background,localization_retention,incidental,incidental,"rn and Thisyakorn, 2014). Viruses have limited genetic capacity and as such rely on cellular factors to complete their life cycle. Thus, viruses interact with cellular proteins to acquire activities not encoded in the viral genome, to evade host immune defenses, and to manipulate cellular pathways to facilitate their replication (Khadka et al., 2011). However, while viruses attempt to hijack host cell machinery, the host cells attem",Introduction,tighten_query,medium
pmid-28821226,28821226,Comprehensive proteome profiling in Aedes albopictus to decipher Wolbachia-arbovirus interference phenomenon.,indirect,interaction_cofactor,pathway_or_context,supporting,"nce to be examined at the molecular level by the screening of cell factors possibly mobilized during viral cell invasion. In Ae. aegypti differential trends of proteomic expression were seen in the midgut and salivary glands infected by CHIKV or DENV in comparison to uninfected specimens [14, 15]. Using cellular models, microarrays studies have shown that CHIKV enters Ae. albopictus cells by clathrin-dependent endocytosis [16",Background,reviewer_calibration,medium
pmid-28808378,28808378,"Rutamarin, an Active Constituent from Ruta angustifolia Pers., Induced Apoptotic Cell Death in the HT29 Colon Adenocarcinoma Cell Line.",background,localization_retention,incidental,incidental,"section. Psoralen (9) and moskachan B (10) were identified through their mass spectral data, which were consistent with published data.[910] Gas chromatography-mass spectrometry (GC-MS) analysis was performed using an Agilent Technologies 6980 N gas chromatograph equipped with a 5979 Mass Selective Detector (70eV direct inlet). The column used here was an HP-5 ms capillary column (5% phenylmethylsiloxane) (30.0 m × 25 mm × 25 μm), wh",Isolation of the pure compounds from the chloroform extract,tighten_query,medium
