paper_id,pmid,title,evidence_tier,evidence_type,directness,target_centrality,evidence_summary,supporting_text_locator,query_feedback_signal,review_confidence,retention_role
pmid-31758670,31758670,Activation of insulin-like growth factor-1 receptor confers acquired resistance to osimertinib in non-small cell lung cancer with EGFR T790M mutation.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: bypass signaling;progression;resistance;response;relapse;pik3ca,tighten_query,medium,exclude
pmid-31714586,31714586,"Phase II, 2-stage, 2-arm, PIK3CA mutation stratified trial of MK-2206 in recurrent endometrial cancer.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: combination trials;treatment failure;clinical benefit;combinations;progression;biomarker,tighten_query,medium,exclude
pmid-31704733,31704733,Lysine-Specific Demethylase 1 Mediates AKT Activity and Promotes Epithelial-to-Mesenchymal Transition in PIK3CA-Mutant Colorectal Cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression;epigenetic;resistance;metabolic;response;immune,tighten_query,medium,exclude
pmid-31591478,31591478,Targeting chemoresistant colorectal cancer via systemic administration of a BMP7 variant.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: patient-derived;progression;epigenetic;resistance;response;phase 2,tighten_query,medium,exclude
pmid-31998633,31998633,Personalized Treatment of H3K27M-Mutant Pediatric Diffuse Gliomas Provides Improved Therapeutic Opportunities.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;clinical benefit;progression-free;discontinuation;progression;resistance,tighten_query,medium,exclude
pmid-31852484,31852484,Elacestrant (RAD1901) exhibits anti-tumor activity in multiple ER+ breast cancer models resistant to CDK4/6 inhibitors.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;resistant models;patient-derived;combinations;progression,tighten_query,medium,exclude
pmid-31819518,31819518,Recent Progress in Rare Oncogenic Drivers and Targeted Therapy For Non-Small Cell Lung Cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;treatment failure;progression-free;combinations;progression;resistance,tighten_query,medium,exclude
pmid-31801615,31801615,Combination of mTORC1/2 inhibitor vistusertib plus fulvestrant in vitro and in vivo targets oestrogen receptor-positive endocrine-resistant breast cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;patient-derived;combinations;progression;resistance,tighten_query,medium,exclude
pmid-31769426,31769426,Overactivation of Akt Contributes to MEK Inhibitor Primary and Acquired Resistance in Colorectal Cancer Cells.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;acquired resistance;resistance,none,high,direct_mechanistic
pmid-31717320,31717320,Targeted-Gene Sequencing to Catch Triple Negative Breast Cancer Heterogeneity before and after Neoadjuvant Chemotherapy.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: clinical benefit;resistance;response;immune;pik3ca;her2,tighten_query,medium,exclude
pmid-31653970,31653970,Genomic characterization of intrinsic and acquired resistance to cetuximab in colorectal cancer patients.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: clinical benefit;patient-derived;progression;resistance;metabolic;response,tighten_query,medium,exclude
pmid-31448226,31448226,Precision Medicine Tools to Guide Therapy and Monitor Response to Treatment in a HER-2+ Gastric Cancer Patient: Case Report.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: patient-derived;combinations;progression;resistance;biomarker;response,tighten_query,medium,exclude
pmid-31374965,31374965,Perspective: Potential Impact and Therapeutic Implications of Oncogenic PI3K Activation on Chromosomal Instability.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression;cell-cycle;response;pik3ca;mapk;mtor,tighten_query,medium,exclude
pmid-31371343,31371343,FGFR1 Amplification Mediates Endocrine Resistance but Retains TORC Sensitivity in Metastatic Hormone Receptor-Positive (HR(+)) Breast Cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: or combination;combinations;progression;resistance;alpelisib;biomarker,tighten_query,medium,exclude
pmid-31361375,31361375,Barcode sequencing identifies resistant mechanisms to epidermal growth factor receptor inhibitors in circulating tumor DNA of lung cancer patients.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: resistance;response;relapse;pik3ca;her2;pten,tighten_query,medium,exclude
pmid-31263029,31263029,Mechanisms of Innate and Acquired Resistance to Anti-EGFR Therapy: A Review of Current Knowledge with a Focus on Rechallenge Therapies.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;progression;progression-free survival;progression-free;resistance,none,high,direct_mechanistic
pmid-31235483,31235483,Prospective Biomarker Study in Advanced RAS Wild-Type Colorectal Cancer: POSIBA Trial (GEMCAD 10-02).,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;intrinsic resistance;resistance,none,high,direct_mechanistic
pmid-31158500,31158500,"SWOG S1400B (NCT02785913), a Phase II Study of GDC-0032 (Taselisib) for Previously Treated PI3K-Positive Patients with Stage IV Squamous Cell Lung Cancer (Lung-MAP Sub-Study).",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression;response;pik3ca;pi3k;pten;akt,tighten_query,medium,exclude
pmid-31027916,31027916,"Analysis of resistance mechanisms to abivertinib, a third-generation EGFR tyrosine kinase inhibitor, in patients with EGFR T790M-positive non-small cell lung cancer from a phase I trial.",direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;progression;resistance,none,high,direct_mechanistic
pmid-30962959,30962959,Genomic heterogeneity and efficacy of PI3K pathway inhibitors in patients with gynaecological cancer.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;progression;response,none,high,direct_mechanistic
pmid-30893632,30893632,Chemotherapy Modulates Endocrine Therapy-Related Resistance Mutations in Metastatic Breast Cancer.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;progression;response,none,high,direct_mechanistic
pmid-30823937,30823937,Identification of genetic alterations associated with primary resistance to EGFR-TKIs in advanced non-small-cell lung cancer patients with EGFR sensitive mutations.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;progression;resistance;response;pik3ca,tighten_query,medium,exclude
